000c4edbbc5a107bcf1e06b1e0f6d9a3,13
000f23dafcbb93aeb5994ccbd9243a3a,3
001015c1373561ae9b74647b761d0dc8,3
001301d902f38efe7f0e9450daa190f1,3
00189ddafd8bdbee6aa3652e679b5c76,54
001bde056d09b5b23db48ebfb0c0fe0c,3
001e58fb511af53757c02dc6f483c71f,3
003609fc38e0a43e59e7dfccb8f2cbdb,3
003665274f88b8092a11af0bf6447719,54
00472972cc966de7f3952e6ed99b6d9a,3
00478e0e847aa674a38030c69d0845a0,54
0047c24e14394fa0c1a86dd185e8fc25,3
0048e1bbddf8c5397a25b7996a734752,35
005266d48c6e64d6b93f06dec62a0550,54
0062a53b8f48ae4c4fab186360f35e95,3
0069b0bea5fe0a20d19f03d6e45c7665,54
006bf9049a8996939f74afe80822a33e,54
00787b7c4d4e5dd121de6a834addd99e,13
007d776be663ea1e628f5634bc70ce18,36
008d8c51a59dfc79cfc2a0dbcded987e,3
00a2efcb07f9b5bd2058fbfebf73dcda,3
00a3333dcdbc69b2aedca896272d72e0,3
00a8bfa90fe477c19072a582cd38e5b7,44
00aa994c3d2813a714c1b16b66300c31,3
00b473d2a862ae62752f215ae96a3b18,3
00bee9f0dee869f9c8ec8e0620417601,54
00c6dda6813256a702fc91a539b67f18,3
00c6feac33de53bc2607a05f8b405c53,54
00e430917805047177628620529aea9f,54
00e4d45d5f9bb3006312aed573977664,3
00e5637183b94721ec105caa55e7cbbe,3
00e6eb48355f04a0763818c3b716e001,3
00e8c62653f5b1fa0ef18b2e26c68eda,3
00f96f289db440e45b340b8a43ea7d30,3
010169c6a561633b583d3ba2df7cfb04,3
01072098c1dcc1ae75fe192eb6d1f1bc,13
010d71df4ff78461e1b15c56d3357b47,3
0118ad00312b621c9c4b9d5e14c6eeec,13
01190a0daed2fc4b3acac7c9e822859e,54
01242f03add73f77d5c52fdab0c33e49,3
0126db827330fd1bdcc73008f75f8328,3
012735d22ac7b35150799668086c1aa7,13
012fa4e040f40d5bf21908d134767a70,44
013338cc0eb06a557f70cd1a16f7a0b6,13
0133a4ea3c5f6495f34e64aeffcc5e6b,13
01342e75b374e90134f8cd2eb0d17e6d,13
0141f08990520a056d81d28c231f7e94,54
014ae301bd9bd5ed051249239019f580,54
014b2eb2a1d13be555106ea23357b76f,54
01609e1018622d2b9ddd65d143fd6f5c,54
0160da7e4ab35772e4b29fc9a2043751,54
01633814b7e4644862bf245effdc3e4d,3
01633c55d717dda0c399b9c5c3d4c8e8,13
0164d25e5de503b0e36c45ed0a151c9f,55
016947f33c5c85d5efdc3ebb4de6503f,54
0173c817710fa9e8a1784f2508b59d3e,13
0177875a1a00dc49f60802477be68b69,13
018483a14bdc82fca4a428c288377a97,13
01882e8946bb91c18f7fc5dd3f525e97,13
018c47546c13b1f99761d5d8798ad842,13
0198d9ad315377c8a7d592207151d74c,44
019994c9bb4e8ee5a53b43d86b0486e0,13
019d04ad725c500a227051c883ec9196,44
019d3f9c4c0832d82c2e57417dfb89c9,13
01a28a9c9a309b2beec33ec641adec2f,44
01a6d534b7e1a0dcf84c60440f2655ea,3
01bcfce2b82641280b6b13fb1c2e43a2,3
01c2834c86065b6e6710f6487d963998,13
01c5a6599a5b72c6d2faff975de410dc,13
01cb010e9558bef5311ae2e2440727e1,13
01d5d860cb4a300f4a4484b96d54e5ef,54
01d67b017698aa03ae9214a3c50878ac,44
01d7203339934e8e24008d1ed87f5820,13
01e1b55daeaa18223ae7389de0ecc3c4,54
01f6549d8d024d16c567a380e1efe41b,31
01fe65acadc9a0000484aae8a982a571,3
02000a89847cfcbcf78e85caf09b089f,3
0201f99bad2f2b9ac19955ff6794e6ea,54
0208759cd4a1d5f3d36ba83d8fc2cb40,13
0209cf75578a5ed92003860a31fac15a,13
0211ce19bdd203eec84e2230d07cb31d,13
