000c4edbbc5a107bcf1e06b1e0f6d9a3,7
000f23dafcbb93aeb5994ccbd9243a3a,9
001015c1373561ae9b74647b761d0dc8,9
001301d902f38efe7f0e9450daa190f1,9
00189ddafd8bdbee6aa3652e679b5c76,8
001bde056d09b5b23db48ebfb0c0fe0c,6
001e58fb511af53757c02dc6f483c71f,9
003609fc38e0a43e59e7dfccb8f2cbdb,9
003665274f88b8092a11af0bf6447719,8
00472972cc966de7f3952e6ed99b6d9a,9
00478e0e847aa674a38030c69d0845a0,3
0047c24e14394fa0c1a86dd185e8fc25,6
0048e1bbddf8c5397a25b7996a734752,6
005266d48c6e64d6b93f06dec62a0550,8
0062a53b8f48ae4c4fab186360f35e95,9
0069b0bea5fe0a20d19f03d6e45c7665,8
006bf9049a8996939f74afe80822a33e,8
00787b7c4d4e5dd121de6a834addd99e,7
007d776be663ea1e628f5634bc70ce18,6
008d8c51a59dfc79cfc2a0dbcded987e,9
00a2efcb07f9b5bd2058fbfebf73dcda,9
00a3333dcdbc69b2aedca896272d72e0,6
00a8bfa90fe477c19072a582cd38e5b7,6
00aa994c3d2813a714c1b16b66300c31,6
00b473d2a862ae62752f215ae96a3b18,6
00bee9f0dee869f9c8ec8e0620417601,6
00c6dda6813256a702fc91a539b67f18,9
00c6feac33de53bc2607a05f8b405c53,8
00e430917805047177628620529aea9f,8
00e4d45d5f9bb3006312aed573977664,9
00e5637183b94721ec105caa55e7cbbe,9
00e6eb48355f04a0763818c3b716e001,9
00e8c62653f5b1fa0ef18b2e26c68eda,6
00f96f289db440e45b340b8a43ea7d30,6
010169c6a561633b583d3ba2df7cfb04,6
01072098c1dcc1ae75fe192eb6d1f1bc,7
010d71df4ff78461e1b15c56d3357b47,6
0118ad00312b621c9c4b9d5e14c6eeec,7
01190a0daed2fc4b3acac7c9e822859e,8
01242f03add73f77d5c52fdab0c33e49,9
0126db827330fd1bdcc73008f75f8328,6
012735d22ac7b35150799668086c1aa7,7
012fa4e040f40d5bf21908d134767a70,6
013338cc0eb06a557f70cd1a16f7a0b6,7
0133a4ea3c5f6495f34e64aeffcc5e6b,6
01342e75b374e90134f8cd2eb0d17e6d,7
0141f08990520a056d81d28c231f7e94,8
014ae301bd9bd5ed051249239019f580,8
014b2eb2a1d13be555106ea23357b76f,1
01609e1018622d2b9ddd65d143fd6f5c,8
0160da7e4ab35772e4b29fc9a2043751,8
01633814b7e4644862bf245effdc3e4d,8
01633c55d717dda0c399b9c5c3d4c8e8,7
0164d25e5de503b0e36c45ed0a151c9f,6
016947f33c5c85d5efdc3ebb4de6503f,8
0173c817710fa9e8a1784f2508b59d3e,7
0177875a1a00dc49f60802477be68b69,7
018483a14bdc82fca4a428c288377a97,7
01882e8946bb91c18f7fc5dd3f525e97,7
018c47546c13b1f99761d5d8798ad842,7
